,acidi grassi saturi totali | g,acido arachico | g,acido arachidonico | g,acido aspartico | g,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido eicosenoico | g,acido erucico | g,acido fitico | g,acido glutamico | g,acido glutammico | g,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | g,acido stearico | g,acqua | g,alanina | g,alcol | %,alcol | g,altri acidi grassi polinsaturi | g,amido | g,arginina | g,biotina | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c4:0÷c10:0 | g,calcio | g,"calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",carboidrati disponibili | g,carboidrati | %,cistina | g,cloro | g,colesterolo | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,folati totali | g,fosforo | g,fruttosio | g,galattosio | g,glicina | g,glucosio | g,indice chimico | g,iodio | g,isoleucina | g,istidina | g,lattosio (mse) | g,leucina | g,lipidi animali | g,lipidi totali | g,lipidi vegetali | g,lipidi | %,lisina | g,magnesio | g,maltosio (mse) | g,manganese | g,metionina | g,monoinsaturi totali | %,niacina | g,parte edibile | %,polinsaturi totali | %,potassio | g,prolina | g,proteine animali | g,proteine totali | g,proteine vegetali | g,proteine | %,rame | g,rapporto polinsaturi/saturi | g,riboflavina | g,saccarosio (mse) | g,saturi totali | %,selenio | g,serina | g,sodio | g,"somma degli acidi butirrico, caproico, caprilico e caprico | g",tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,"vitamina e, aggiunta | g",vitamina k | g,zinco | g,zolfo | g,zuccheri solubili | g,ß-carotene equivalente | g
scorzonera,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.11,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,83.3,0.0,,0.0,0.0,3.5,0.0,0.0,,,,,,,,,,,,,,,,,,0.042,53.0,46.0,10.2,,0.0,0.0,0.0,0.0,0.0009000000000000002,,,3.2,5.7e-05,0.042,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,,0.0,0.0,0.0,0.0,0.0,0.01,0.0002,59.0,0.13,0.31,0.0,0.0,1.3,1.3,,0.0,,1e-05,0.0,,0.0,0.0,0.005,0.0,5.9999999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.000000000000001e-05,0.003,0.0,0.00018999999999999998,0.0,0.0002,0.0,1.5,2e-05
budino al cioccolato,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.33,0.1,0.0,0.0,1.69,0.0,0.0,0.0,0.0,69.3,0.0,,0.0,0.0,9.2,0.0,0.0,,,,,,,,,,,,,,,,,,0.09,131.0,129.0,21.8,,0.0,0.0,0.003,0.0,0.0005,,,1.0,3e-06,0.08,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.9,4.0,0.1,,0.0,0.0,0.0,0.0,0.0,1.7,0.0003,100.0,1.43,0.18,0.0,2.0,2.7,0.7,,0.0,,0.00016,0.0,,0.0,0.0,0.129,0.0,2.9999999999999997e-05,0.0,0.0,0.0,0.0,1.1e-05,0.0,2.9999999999999997e-05,0.002,3e-08,0.00013000000000000002,0.0,0.0004,0.0,12.6,0.0
biscotti savoiardo,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.97,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,8.5,0.0,,0.0,0.14,30.5,0.0,0.0,,,,,,,,,,,,,,,,,,0.04,396.0,392.0,69.8,,0.0,0.0,0.261,0.0,0.002,,,1.8,1.8e-05,0.18,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,9.2,0.2,,0.0,0.0,0.0,0.0,0.0,3.47,0.0,100.0,1.11,0.12,0.0,9.3,11.9,2.6,,0.0,,0.00011999999999999999,0.0,,0.0,0.0,0.08199999999999999,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,7e-07,0.0010199999999999999,0.0,0.001,0.0,39.3,0.0
"salsiccia di suino e bovino, fresca",14.15,0.0,0.08,1.225,0.0,0.0,0.0,0.28,0.05,,,2.1710000000000003,0.02,1.54,0.08,0.49,0.0,14.77,9.1,0.91,0.0005,4.51,44.0,0.917,,0.0,0.0,0.0,0.948,2e-06,,,,,,,,,,,,,,,,,,0.018000000000000002,393.0,393.0,0.0,,0.17600000000000002,1.05,0.048,0.5660000000000001,0.0032,,,0.0,8e-06,0.17500000000000002,0.0,0.0,0.875,0.0,,6e-06,0.68,0.521,0.0,1.14,37.4,37.4,0.0,,1.166,0.013,0.0,0.00016,0.36200000000000004,16.01,0.003,100.0,1.7,0.13,0.8079999999999999,14.2,14.2,0.0,,0.00022999999999999998,,8e-05,0.0,,4e-06,0.5920000000000001,0.78,0.02,0.0002,0.479,0.602,0.122,0.7490000000000001,0.0,1e-06,0.00011999999999999999,0.0,9.000000000000002e-07,0.00064,0.0,0.0008,0.12,0.0,0.0
pasta sfoglia,15.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.87,0.22,0.0,0.0,12.13,0.0,0.0,0.0,0.0,7.7,0.0,,0.0,0.68,45.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.084,564.0,560.0,45.9,,0.0,0.0,0.015,0.0,0.0013000000000000002,,,2.1,7.000000000000003e-06,0.069,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,26.6,40.6,14.0,,0.0,0.0,0.0,0.0,0.0,16.78,0.001,100.0,5.0,0.094,0.0,0.1,5.6,5.5,,0.0,,2e-05,0.0,,0.0,0.0,0.46,0.0,0.00014,0.0,0.0,0.0,0.0,0.000175,0.0,7.000000000000001e-05,0.0,1.76e-06,0.00195,0.0,0.0005,0.0,0.9,4.8e-05
birra scura speciale (5.3 - 6.0 %vol),0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,,,0.040999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,93.3,0.015,,4.7,0.0,0.0,0.012,1e-06,,,,,,,,,,,,,,,,,,0.004,40.0,40.0,1.5,,0.004,0.017,0.0,0.008,0.0002,,,0.0,6e-06,0.026,0.0,0.0,0.012,0.0,,1e-06,0.006999999999999999,0.006999999999999999,0.0,0.008,0.0,0.0,0.0,,0.009000000000000001,0.008,1.5,0.0,0.001,0.0,0.0008,100.0,0.0,0.048,0.04,0.0,0.4,0.4,,0.0,,2.9999999999999997e-05,0.0,,0.0,0.006999999999999999,0.006,0.0,0.0,0.02,0.006999999999999999,0.004,0.012,0.0,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.012,1.5,0.0
"tonno sott'olio, sgocciolato",1.94,0.0,0.0,2.3480000000000003,0.0,0.08,0.0,0.0,0.0,,,3.285,0.0,3.77,0.09,0.0,0.0,4.22,1.76,0.0,0.00032,0.18,62.3,1.44,,0.0,0.0,0.0,1.4769999999999999,3e-06,,,,,,,,,,,,,,,,,,0.006999999999999999,192.0,192.0,0.0,,0.264,0.53,0.065,1.007,0.0017,,,0.0,5e-06,0.205,0.0,0.0,1.128,0.0,,1.4000000000000001e-05,1.198,0.882,0.0,2.029,8.2,10.1,1.9,,2.441,0.033,0.0,5e-05,0.8809999999999999,4.22,0.0104,100.0,3.95,0.301,0.919,25.2,25.2,0.0,,0.0002,,0.00011,0.0,,8.999999999999999e-05,1.095,0.316,0.0,4e-05,0.934,1.072,0.28,1.392,1.4000000000000001e-05,5e-06,0.0005099999999999999,0.0,3.37e-06,0.00218,0.0,0.0011,0.39,0.0,0.0
"tonno in salamoia, sgocciolato",0.1,0.0,0.0,2.5860000000000003,0.0,0.05,0.0,0.0,0.0,,,3.966,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.00029,0.05,73.4,1.6059999999999999,,0.0,0.05,0.0,1.632,2e-06,,,,,,,,,,,,,,,,,,0.008,103.0,103.0,0.0,,0.201,0.55,0.063,1.18,0.001,,,0.0,4e-06,0.17,0.0,0.0,1.155,0.0,,1.3000000000000001e-05,1.355,0.6779999999999999,0.0,2.184,0.3,0.3,0.0,,2.41,0.027000000000000003,0.0,0.0,0.879,0.05,0.01,100.0,0.1,0.23,0.879,25.1,25.1,0.0,,5e-05,,8.999999999999999e-05,0.0,,7.8e-05,1.03,0.32,0.0,5.9999999999999995e-05,1.004,1.205,0.27699999999999997,1.456,6.500000000000001e-05,4e-06,0.00047000000000000004,0.0,2e-06,0.00028000000000000003,0.0,0.0007,0.39,0.0,0.0
"bovino, vitellone, 15-18 mesi, carne magra, con grasso visibile",1.04,0.0,0.09,2.081,0.0,0.03,0.07,0.0,0.08,,,3.548,0.0,0.29,0.06,0.07,0.05,0.78,0.54,0.08,0.0006500000000000001,0.38,71.5,1.3219999999999998,,0.0,0.09,0.0,1.3259999999999998,1e-06,,,,,,,,,,,,,,,,,,0.011000000000000001,113.0,113.0,0.0,,0.22399999999999998,0.069,0.07,0.858,0.0023,,,0.0,5e-06,0.17500000000000002,0.0,0.0,1.123,0.0,,1.2e-05,0.9229999999999999,0.8250000000000001,0.0,1.7919999999999998,3.1,3.1,0.0,,1.926,0.017,0.0,0.0,0.617,1.01,0.0043,100.0,0.62,0.36,0.905,21.3,21.3,0.0,,5.9999999999999995e-05,,0.00016999999999999999,0.0,,1.6e-05,0.8490000000000001,0.08900000000000001,0.0,0.0001,0.723,0.877,0.23199999999999998,1.003,0.0,2e-06,0.00045,0.0,8e-07,0.0002,0.0,0.0046,0.22,0.0,0.0
"finocchio, semi",0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.69,0.0,0.0,0.0,9.91,0.0,0.0,0.0,0.0,8.8,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,1.2,324.0,244.0,12.5,,0.0,0.0,0.0,0.0,0.0123,,,39.8,0.0,0.51,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.9,14.9,,0.0,0.0,0.0,0.0,0.0,9.91,0.0103,100.0,1.69,1.66,0.0,0.0,15.8,15.8,,0.0,,0.00035,0.0,,0.0,0.0,0.08800000000000001,0.0,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,0.00044,0.0,0.0,0.0027199999999999998,0.0,0.0037,0.0,12.5,8.099999999999999e-05
funghi gallinacci,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.05,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.004,21.0,12.0,0.2,,0.0,0.0,0.0,0.0,0.006500000000000001,,,4.7,4.4e-05,0.055999999999999994,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.006500000000000001,61.0,0.27,0.3670000000000001,0.0,0.0,1.6,1.6,,0.0,,0.00022999999999999998,0.0,,0.0,0.0,0.003,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017999999999999998,0.006,2.1000000000000002e-06,0.00011999999999999999,0.0,0.0006500000000000001,0.0,0.2,0.0013
"caffe' solubile, in tazza",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,,0.0,0.0,0.0,0.0,1e-06,,,,,,,,,,,,,,,,,,0.001,0.0,0.0,0.0,,0.0,0.001,0.0,0.0,0.0,,,0.0,0.0,0.003,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.003,0.0,2e-05,0.0,0.0,0.0002,100.0,0.0,0.033,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0
rochefort,20.68,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,,,3.3560000000000003,1.39,0.66,0.76,3.49,0.0,8.01,7.06,0.78,0.0005,3.37,41.3,0.8859999999999999,,0.0,0.0,0.0,0.652,2.3e-06,,,,,,,,,,,,,,,,,,0.53,375.0,375.0,0.0,,0.115,2.67,0.09,0.9359999999999999,0.0004,,,0.0,4.5e-05,0.4,0.0,0.0,0.135,0.0,,4.6e-05,1.113,0.551,0.0,1.933,32.9,32.9,0.0,,1.69,0.033,0.0,0.0,0.51,9.1,0.0006,100.0,1.42,0.091,1.911,19.7,19.7,0.0,,8.999999999999999e-05,,0.0006500000000000001,0.0,,3e-06,1.621,1.67,4.7,4e-05,0.9259999999999999,0.883,0.27699999999999997,1.476,0.000295,4e-07,8.999999999999999e-05,0.0,1.8e-07,0.00055,0.0,0.0016,0.23,0.0,1e-05
pere sciroppate,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,,,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,82.6,0.006,,0.0,0.0,0.0,0.003,2e-07,,,,,,,,,,,,,,,,,,0.006,52.0,50.0,13.2,,0.002,0.003,0.0,0.005,0.0002,,,1.1,3e-06,0.006999999999999999,6.1,0.0,0.006,3.4,,0.0,0.006,0.002,0.0,0.011000000000000001,0.0,0.0,0.0,,0.006999999999999999,0.004,0.2,0.0,0.002,0.0,0.0002,100.0,0.0,0.068,0.005,0.0,0.2,0.2,,2e-05,,1e-05,3.4,,0.0,0.006999999999999999,0.003,0.0,1e-05,0.002,0.005,0.0,0.006999999999999999,0.0,0.0,2.9999999999999997e-05,0.002,0.0,0.0,3e-07,0.0001,0.001,13.2,0.0
avena,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.42,0.11,0.0,0.0,2.17,0.0,0.0,0.0,0.0,8.2,0.0,,0.0,0.0,52.9,0.0,0.0,,,,,,,,,,,,,,,,,,0.054000000000000006,360.0,339.0,55.7,,0.0,0.0,0.0,0.0,0.0047,,,10.6,5.600000000000001e-05,0.523,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.9,,0.0,0.0,0.0,0.0,0.0,2.18,0.001,100.0,2.53,0.429,0.0,0.0,16.9,16.9,,0.0,,0.00014,0.0,,0.0,0.0,0.002,0.0,0.0007599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.00011999999999999999,0.0,0.0,0.0007,0.0,0.004,0.0,2.8,0.0
fagioli in scatola,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.12,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.0,82.0,0.0,,0.0,0.0,5.2,0.0,0.0,,,,,,,,,,,,,,,,,,0.04,58.0,45.0,6.3,,0.0,0.0,0.0,0.0,0.0019,,,6.8,8e-06,0.047,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,0.0,0.0,0.0,0.0,0.0,0.04,0.0001,100.0,0.24,0.23199999999999998,0.0,0.0,4.1,4.1,,0.0,,2e-05,0.0,,0.0,0.0,0.305,0.0,2.9999999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.9999999999999997e-05,0.0,0.0,0.00022999999999999998,0.0,0.0006,0.0,1.1,0.0
"pecorino, fresco",17.84,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,,,5.115,1.38,0.39,0.32,3.3,0.0,4.75,6.15,0.46,0.00036,1.78,42.0,0.762,,0.0,0.0,0.0,0.685,2.4e-06,,,,,,,,,,,,,,,,,,0.47,342.0,342.0,2.4,,0.132,2.35,0.07,1.3030000000000002,0.0009000000000000002,,,0.0,2.3e-05,0.28,0.0,0.2,0.461,0.0,,3.9e-05,1.3719999999999999,0.643,2.2,2.635,25.4,25.4,0.0,,2.04,0.02,0.0,0.0,0.792,5.52,0.0002,100.0,0.71,0.129,3.03,26.0,26.0,0.0,,5.9999999999999995e-05,,0.00021,0.0,,6e-06,1.274,1.084,4.62,4e-05,1.402,0.893,0.32799999999999996,1.854,0.000113,1.1e-06,7.000000000000001e-05,0.0,5e-07,0.00037,0.0,0.002,0.23,2.4,2e-05
succo di frutta ns,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,,,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,86.9,0.013999999999999999,,0.0,0.0,0.0,0.016,6e-07,,,,,,,,,,,,,,,,,,0.01,45.0,44.0,11.4,,0.003,0.004,0.0,0.009000000000000001,0.0003,,,0.3,6e-06,0.01,4.0,0.0,0.013,2.6,,1e-06,0.006999999999999999,0.004,0.0,0.011000000000000001,0.0,0.0,0.0,,0.013,0.006,0.0,8e-05,0.003,0.0,0.00017999999999999998,100.0,0.0,0.075,0.019,0.0,0.3,0.3,,4e-05,,1e-05,4.7,,4e-07,0.011000000000000001,0.006,0.0,2e-05,0.005,0.006999999999999999,0.002,0.011000000000000001,0.0,0.0,2.9999999999999997e-05,0.027999999999999997,0.0,0.00016999999999999999,8.199999999999998e-07,5e-05,0.005,11.4,0.00023500000000000002
"spremuta di pompelmo, fresco",0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,,,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018999999999999998,0.0,90.0,0.01,,0.0,0.0,0.0,0.034,1e-06,,,,,,,,,,,,,,,,,,0.013,31.0,31.0,7.9,,0.003,0.004,0.0,0.018000000000000002,0.0004,,,0.0,1e-05,0.013,2.7,0.0,0.006,2.4,,4e-06,0.003,0.003,0.0,0.006,0.0,0.0,0.0,,0.006999999999999999,0.012,0.0,2e-05,0.003,0.0,0.0002,100.0,0.0,0.12300000000000001,0.024,0.0,0.3,0.3,,2.9999999999999997e-05,,2e-05,2.8,,1e-07,0.011000000000000001,0.009000000000000001,0.0,2.9999999999999997e-05,0.003,0.005,0.003,0.006,0.0,0.0,4e-05,0.027999999999999997,0.0,0.00022,0.0,0.0004,0.004,7.9,6e-06
latte di cocco,21.14,0.0,0.0,0.22399999999999998,0.0,0.0,0.0,0.0,0.0,,,0.524,10.58,0.26,0.0,4.18,0.0,1.01,2.02,0.0,0.00017999999999999998,1.23,67.6,0.11699999999999999,,0.0,0.0,0.0,0.376,2.2e-06,,,,,,,,,,,,,,,,,,0.016,240.0,236.0,3.3,,0.045,0.092,0.0,0.11599999999999999,0.0016,,,2.2,1.6e-05,0.1,0.1,0.0,0.10800000000000001,0.0,,1e-06,0.09,0.053,0.0,0.17,0.0,23.8,23.8,,0.10099999999999999,0.037000000000000005,0.0,0.0009199999999999999,0.043,1.01,0.0007599999999999999,100.0,0.26,0.263,0.095,0.0,2.3,2.3,,0.00027,,0.0,3.2,,6.2e-06,0.118,0.015,3.13,2.9999999999999997e-05,0.07100000000000001,0.083,0.027000000000000003,0.139,0.0,0.0,2.9999999999999997e-05,0.003,0.0,0.00015,1e-07,0.00067,0.037000000000000005,3.3,0.0
cereali aggregati,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.16,0.06,0.0,0.0,0.22,0.0,0.0,0.0,0.0,5.8,0.0,,0.0,0.0,68.5,0.0,0.0,,,,,,,,,,,,,,,,,,0.035,365.0,342.0,74.9,,0.0,0.0,0.0,0.0,0.006,,,11.6,5e-05,0.29,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.22,0.01,100.0,1.22,0.37,0.0,0.0,10.7,10.7,,0.0,,0.001,0.0,,0.0,0.0,0.37,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.00103,0.0,0.002,0.0,6.4,0.0
acciughe o alici,1.3,0.0,0.0,1.764,0.0,0.52,0.27,0.01,0.01,,,2.261,0.0,0.01,0.01,0.14,0.0,0.17,1.01,0.1,0.0006500000000000001,0.13,76.5,0.919,,0.0,0.04,0.0,0.758,6e-06,,,,,,,,,,,,,,,,,,0.14800000000000002,96.0,96.0,1.5,,0.183,0.13,0.061,0.595,0.0028,,,0.0,9e-06,0.196,0.0,0.0,0.722,1.5,,2.8999999999999997e-05,0.8230000000000001,0.675,0.0,1.33,2.6,2.6,0.0,,1.379,0.022000000000000002,0.0,7.000000000000001e-05,0.34900000000000003,0.4,0.013999999999999999,75.0,0.85,0.278,0.46,16.8,16.8,0.0,,0.001,,0.00026000000000000003,0.0,,3.7e-05,0.65,0.104,0.0,5.9999999999999995e-05,0.425,0.726,0.17500000000000002,0.759,3.2e-05,6e-07,0.00014,0.0,1.1e-05,0.00029,0.0,0.004200000000000001,0.15,1.5,0.0
aceto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.015,4.0,4.0,0.6,,0.0,0.0,0.0,0.0,0.0005,,,0.0,0.0,0.032,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.08900000000000001,0.0,0.0,0.4,0.4,,0.0,,0.0,0.0,,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.6,0.0
"caffe' moka, in tazza",0.09,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,,,0.02,0.0,0.09,0.0,0.0,0.0,0.0,0.05,0.0,2.9999999999999997e-05,0.0,97.8,0.003,,0.0,0.0,0.0,0.001,3e-06,,,,,,,,,,,,,,,,,,0.002,2.0,2.0,0.0,,0.002,0.003,0.0,0.003,0.0001,,,0.0,1e-06,0.006999999999999999,0.0,0.0,0.004,0.0,,0.0,0.002,0.002,0.0,0.005,0.0,0.2,0.2,,0.001,0.08,0.0,5e-05,0.0,0.0,0.00521,100.0,0.09,0.115,0.004,0.0,0.1,0.1,,5e-05,,0.00017999999999999998,0.0,,0.0,0.001,0.013999999999999999,0.0,0.0,0.002,0.001,0.0,0.003,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,5e-05,0.003,0.0,0.0
grissini integrali,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.63,0.06,0.0,0.0,4.46,0.0,0.0,0.0,0.0,2.7,0.0,,0.0,0.01,56.2,0.0,0.0,,,,,,,,,,,,,,,,,,0.05,429.0,408.0,58.1,,0.0,0.0,0.0,0.0,0.0031000000000000003,,,10.5,2.8000000000000013e-05,0.295,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.2,17.2,,0.0,0.0,0.0,0.0,0.0,9.49,0.0045000000000000005,100.0,2.7,0.297,0.0,0.0,8.8,8.8,,0.0,,0.0001,0.0,,0.0,0.0,0.659,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.00017999999999999998,0.0,0.0,0.00392,0.0,0.0022,0.0,1.9,0.0
olio ns,14.28,0.69,0.0,0.0,0.16,0.0,0.0,0.25,0.07,,,0.0,0.0,18.7,1.22,0.06,0.0,60.72,10.19,0.63,0.0,3.12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,899.0,899.0,0.0,,0.0,0.0,0.0,0.0,0.0001,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1e-06,0.0,0.0,0.0,0.0,0.0,99.9,99.9,,0.0,0.0,0.0,0.0,0.0,61.65,0.0,100.0,19.92,0.0,0.0,0.0,0.0,0.0,,1e-05,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249,0.0,0.0,0.0,0.0,0.000126
"caffe' solubile, decaffeinato, in tazza",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0.0,,0.0,0.0,0.0,0.0,1e-06,,,,,,,,,,,,,,,,,,0.001,0.0,0.0,0.0,,0.0,0.001,0.0,0.0,0.0,,,0.0,0.0,0.003,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.003,0.0,2e-05,0.0,0.0,0.0002,100.0,0.0,0.033,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0
torta al cioccolato,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.44,0.19,0.0,0.0,6.15,0.0,0.0,0.0,0.0,28.0,0.0,,0.0,0.01,9.2,0.0,0.0,,,,,,,,,,,,,,,,,,0.028999999999999998,322.0,315.0,36.8,,0.0,0.0,0.057999999999999996,0.0,0.002,,,3.6,1e-05,0.125,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.9,17.5,11.6,,0.0,0.0,0.0,0.0,0.0,6.87,0.0011,100.0,2.64,0.19899999999999998,0.0,2.7,4.9,2.2,,0.0,,0.00021,0.0,,0.0,0.0,0.103,0.0,0.00014,0.0,0.0,0.0,0.0,3.8e-05,0.0,4e-05,0.0,2.3e-07,0.00159,0.0,0.0009000000000000002,0.0,27.6,1.5e-05
crostacei ns,0.15,0.0,0.02,1.546,0.0,0.09,0.11,0.01,0.01,,,2.259,0.0,0.02,0.01,0.01,0.0,0.11,0.1,0.03,0.00033999999999999997,0.03,80.5,0.95,,0.0,0.02,0.0,1.195,2.1000000000000002e-06,,,,,,,,,,,,,,,,,,0.104,71.0,71.0,1.7,,0.18,0.516,0.145,0.581,0.0017,,,0.0,1.4000000000000001e-05,0.267,0.0,0.0,0.932,1.7,,9.2e-05,0.672,0.27,0.0,1.237,0.8,0.8,0.0,,1.142,0.038,0.0,0.00013000000000000002,0.41700000000000004,0.17,0.00227,58.0,0.27,0.212,0.617,14.4,14.4,0.0,,0.00059,,8e-05,0.0,,3.510000000000001e-05,0.72,0.22,0.0,5.9999999999999995e-05,0.517,0.65,0.016,0.6859999999999999,2e-06,3.3e-06,8e-05,0.001,0.0,0.00146,0.0,0.00182,0.0,1.7,0.0
